113.60	the first upgrade fixes the biggest one,
115.44	which is just Claude agreeing with
116.96	everything you say. I mean, haven't you
118.32	guys ever noticed that you tell Claude
119.84	you want to do something and it pretty
121.04	much will always say like, "Hey, that's
122.16	a great idea. You're really smart."
123.60	Because it wants you to like it. But
125.44	then what actually happens if you say
127.36	like, "You know what? I changed my
128.56	mind." It will once again come back and
129.92	say, "You know what? You're really
130.96	smart. I'm glad you changed your mind.
132.40	That's a great idea and it's getting
133.68	better over time as the models are just
135.28	getting smarter and smarter. But this is
136.80	actually documented. Researchers call it
138.48	sycopant which is just a fancy word for
140.64	AI being a yes man. There's a study also
142.72	called elephant which measures exactly
144.64	this. And they found that AI models fail
146.88	to push back on the way you frame
148.40	something about 88% of the time and for
150.48	humans it's around 60%. And it actually
152.40	gets worse the more the model knows
154.16	about you. Researchers at MIT and Penn
156.08	State found that the personalization and
157.68	memory features tend to make the model
159.60	more agreeable over a long conversation.
161.44	And so that's tough because basically
162.96	the longer you work with it and the more
164.48	you use it, which is what we all really
166.08	should be trying to do, the better it
167.52	gets at telling you what you want to
168.96	hear. So this is a pretty simple fix.
170.56	You ask Claude to start challenging you
172.64	and pushing back and playing devil's
174.08	advocate before it builds anything or
175.52	before it approves any plan. And that's
176.96	the whole idea behind a skill that I
178.40	built called roast. It basically pulls
180.32	Claude out of agreement mode and it
181.92	forces it to stress test your idea and
183.68	its own work instead of just approving
185.20	everything. So basically what roast does
187.12	is it spins up a whole council of
189.04	personas and they attack it from
190.80	different angles. You've got a
191.76	contrarian whose only job is to find
193.52	fatal flaws. We've got an expansionist
195.28	who's looking for the biggest upside.
196.56	We've got a first principles thinker
197.92	who's working with no outside context,
199.52	just pure logic. We've got a deep
201.12	researcher that actually goes in and
202.80	pulls out a bunch of real market data
204.56	and competitor pricing off the web. And
206.32	then we have the buyer who actually role
208.00	plays being your customer and tells you
209.84	straight up if they buy the thing or
211.12	not. And then finally, the judge takes
212.48	all of those findings and gives you one
214.24	verdict. you basically get green light,
216.08	reshape, or kill. And it also gives you
218.24	the single cheapest test that you can
219.76	run in the next 48 hours to find out if
221.84	the idea is even worth pursuing, even if
223.84	it was reshaped. And so what I'm going
225.04	to do is throughout this whole video,
226.24	I'm basically just going to build a
227.36	little business from start to finish. So
228.72	you can see each upgrade working on
230.56	something real. So the idea that I want
232.32	to build out is a $9 a month tool that
234.56	turns a YouTube transcript into a week
236.32	of LinkedIn posts. So let me actually
238.08	just go open up Cloud Code and roast it
240.48	live. All right, so here we are right
242.48	now in a fresh Cloud Code project. You
244.48	can see right here, all we have is a
245.68	cloud.mmd, which basically has like
247.60	nothing in it. I just told it that your
249.12	job here is to help us make some money.
250.80	And then we have our claude with a skill
253.44	in here. And this is the roast skill
254.80	that I was just telling you guys about.
256.40	So, all I'm going to do is do a / roast
258.32	and say, I have this idea to make a $9 a
261.12	month tool where people drop in a
263.44	YouTube video link and that transcript
265.44	gets turned into a week's worth of
267.60	LinkedIn posts. So, I'm going to go
268.96	shoot off that message. So, as you can
271.04	see here, before it runs the council, it
272.96	has three quick questions to ask us. So,
275.36	the first thing is, who's the actual
276.72	target buyer for this $9 a month tool?
279.04	And let's just keep this as broad as
280.32	possible for now and really see what the
282.00	council can do. I'm going to say anyone
283.52	with a YouTube link. What is your edge
285.12	here? What do you already have? Let's
286.56	just say that we have, you know, no real
288.24	edge. We have no distribution, but we
290.16	can build something fast with cloud
291.68	code. And we'll shoot that off. And
293.36	then, what are our constraints and
294.80	budget? How fast do you need to get the
296.80	first dollar? Let's just say we have um
299.04	a little bit of runway, but not too
300.80	much. So, we'll shoot off those answers.
302.40	And now we should see the actual council
304.32	get spun up. So, here is the brief that
306.00	the council is going to judge, and we're
307.44	going to see each of these agents get
308.64	spun up. The contrarian, the
309.92	expansionist, and then the other ones.
311.44	And while this is running real quick,
312.72	what I want to do is take this, open up
315.04	another session, and just say this is my
317.36	idea, and just say, do you think this is
319.68	good? Do you think this will work? Do
320.96	you think I can make money? And it'll
322.16	just be cool to come back to that after
323.84	we see what the council says and see
325.60	what it would have said if we didn't do
327.20	that. So anyways, you can see we have
328.80	now these five sub aents running and I
331.52	will check in with you guys when that is
332.80	finished up. Okay, so the verdict here
334.64	is to reshape and the confidence in that
336.88	is very high. So in one line it says
338.80	kill the $9 YouTube to LinkedIn posts
341.36	product exactly as described. It's a
343.12	free no login commodity wrapped in a
344.88	subscription that's structurally built
346.48	to churn. But keep the engine and aim it
348.32	at a narrow paying niche with the two
350.32	features that are the actual moat which
351.68	is provable voice matching and direct
353.68	scheduled posting. So here you can see
355.20	it goes into the why. It goes into our
357.12	biggest risk which is no moat and a free
359.20	substitute and no distribution with no
361.12	audience and a few hundred budget. CAC,
363.20	which is customer acquisition cost, will
364.88	exceed a $9 LTV, lifetime value, on day
367.84	one, and you'd ship a polished MVP,
370.08	minimal viable product to singledigit
372.24	signups. It goes over the biggest upside
374.08	if we do want to, you know, look glass
375.92	half full, the money read, the cheapest
378.00	48 hour test. So, what it recommends we
379.92	do before we go write any code, which
381.60	would be pick one niche, DM or email 20
383.92	to 30 of them, and see if there's
385.68	actually a market there. See if people
387.36	would pay for that. So, here's the
388.64	overall score. The Contrarian gave us a
390.16	2 out of 10. Expansionist gave us an 8
391.76	out of 10. We got a three out of 10, a 2
393.28	out of 10, and a 2 out of 10. So,
395.12	obviously, we would want to reshape this
396.80	idea. Now, let's just go over real quick
398.56	to the basic claude and see what we got.
400.48	Looks like there's a few questions I
401.44	have to answer. So, let me do that real
402.48	quick. Actually, I have to run this
403.68	again because it actually used the roast
405.52	skill without me asking it, which proves
407.68	that it's, you know, that that's good,
409.12	right? But, let me just run this again
410.24	and explicitly say don't use the roast
412.08	skill. And now, this one has come back.
413.68	It did give us a good analysis and said
415.44	like, you know, this probably is
416.72	something that you want to rework a
417.92	little bit before you actually go ship
419.20	it. But this advice is so much more
420.88	generic and we didn't get the right
422.40	perspectives and it doesn't even really
424.80	tell us what we should do in order to
426.48	actually push this out the door. And
428.00	because we just got Opus 4.8 and the
429.60	models are going to get better and
430.48	better. The whole sick of fancy thing is
432.24	something that all of these model
433.52	providers are aware of and you know
435.44	taking steps to make sure that it's not
436.88	just a yes man. But clearly if you
438.56	compare these two outputs, getting sort
440.56	of a council that has different areas of
442.64	expertise and different personas is
444.40	going to be much better to actually help
446.32	you analyze business decisions and look
448.32	at what you should be doing in order to
449.76	make money. So that is how the roast
452.00	skill works. Even if you don't want to
453.44	use that exact skill, I think the
454.96	methodology of having your ideas always
457.60	be stress tested, always have a devil
459.44	advocate, look at it from different
460.64	perspectives is the best way to make a
462.72	good decision. even if it's not
464.08	explicitly about making money, it's a
465.76	really good way and a really great way
467.36	to just default when you're talking to
469.36	Claude or any AI model for that matter.
471.36	All right, so that was roast. Now, once
473.84	Claude actually builds something for
475.12	you, there's one step that it almost
476.72	always skips, and it's the one that can
478.48	cost you days to fix. So, Claude will
480.72	hand you something that looks finished,
482.24	but something being finished and
483.36	something actually working are not the
484.80	same thing at all. And this is once
486.16	again a real measured problem. There was
488.16	a study out of NYU where researchers
489.92	reviewed around 1,600 programs generated
492.40	by GitHub Copilot. Well, we all know
494.24	that Copilot isn't the best, but
496.00	anyways, roughly 40% of them had
498.00	security vulnerabilities in them. And
499.44	the scary part about these mistakes is
500.72	that they're super easy to miss. So, a
502.80	lot of the time you don't even know they
504.96	exist until something crashes in front
506.48	of a client or in some sort of like
508.24	worst case scenario for something to
509.76	crash like a live demo. I remember one
511.52	specific time where we were shooting off
512.96	a bunch of emails to people who wanted
514.48	to work with us, but we basically didn't
515.76	have capacity. So, we were shooting off
517.28	emails to let them know. And we had
518.48	hundreds of people to reach out to. And
520.00	so, the agent that I was building told
521.44	me that it had sent out all those
522.72	outreach messages. And I didn't know
524.64	until 4 days later that, you know, I
526.16	checked the email and saw that it only
527.52	sent about the first 25% of them. So,
529.52	I'm not exactly sure why because it
530.96	confidently told me, yeah, I sent off
532.72	all those emails. Everything is good to
534.16	go. So, not only did it not do what it
535.92	was supposed to, but it also lied about
537.60	it. And so in that situation, it wasn't
539.36	really a huge deal, obviously, because
540.72	that wasn't like a super high-risk
542.48	situation where it costed us a ton of
544.24	money. But imagine what it would have
545.84	looked like if it was legitimately
547.36	building a bunch of dark code, meaning
549.04	you know, code that you didn't write and
550.64	it's shipping features or building out
552.08	automations, that's a pretty legit like
554.00	big deal, which if it lies about it or
556.08	does it poorly, that really could result
557.76	in your business losing a ton of money.
559.44	The fix here is to make Cloud check its
561.36	own work before it ever hands it to you
563.04	and then also having it check the work
564.56	that it already handed to you. So, think
566.32	about like how cars get built at the
567.84	factory. They test out every single
569.52	piece of the car on its own. And then
571.04	when the whole thing comes together,
572.16	they test it a bunch again. And that's
574.00	basically the methodology that we want
575.92	to work with when we're using Claude.
577.84	This one's a little different from the
578.72	others because it's not really like a
580.00	pre-built skill that I can give you.
581.36	Like I said, it's more of a methodology.
583.04	It's more of a mindset shift. And
584.40	there's two parts to it. Like I said,
585.76	the first part is verification. Before
587.28	Claude ever hands something to you, you
588.56	want it to check the work as it goes.
590.56	And then, of course, by the time it
591.84	tells you it's done, you stress test it
593.52	more. and you try to find those edge
594.80	cases that you collectively didn't think
597.04	about both you and Claude were planning.
599.20	Now, how you actually do that like
600.64	stress testing or the verification is a
603.20	little bit different depending on what
604.40	you're actually building because if
605.52	you're trying to verify a landing page,
607.28	that's totally different than verifying
608.56	like an edited video or a data pipeline
611.04	or something like that. So, so this
612.32	isn't just like one magic button you can
614.08	press. Like I said, it's more of a habit
616.16	that you bake into Claude and more of
617.68	the way that you prompt and the way that
619.12	you think about working with Claude
620.80	code. So, let me show you guys what this
622.24	actually looks like. I'm going to have
623.60	Claude build out a landing page with a
625.28	weightless form for our app or our
627.68	product. And then it's going to verify
628.72	it with screenshots and it's going to
630.08	look at this page as if a real person
631.60	was actually looking at it. And then
632.64	we're going to have it stress test it by
634.08	clicking through the buttons, submitting
635.36	a bunch of forms, and trying to break it
636.96	and see if there's anything that we need
638.24	to fix. Okay. So now its recommendation
642.00	for us to verify if this is going to
643.60	work was to DM some people and get the
646.08	proof of concept, right? And so what we
647.44	want to do is have a landing page to
649.20	actually send them to somewhere that
650.56	shows the features and the brand and
652.40	gives it a feel and then also has a
654.32	little bit of a wait list to see if
655.44	people actually opt in. So I have this
657.12	prompt here. I'm not going to read the
658.24	entire thing and I will kind of slowly
660.08	scroll through it if you want to pause
661.44	and look at what I've written up here.
663.04	But the idea is that we have a
664.40	verification loop. So right here, right
666.08	after you build it, do not trust that it
667.84	looks right. Verify yourself with
669.36	Playright and I need to add CLI here
671.84	before reporting back. So start the
673.44	local server, use Playright CLI, which
675.28	is just basically computer use. So it
676.72	can open up the actual website, look
678.40	around, take screenshots, click around,
680.16	things like that. And it needs to verify
681.68	it. So screenshot each section
683.20	individually, look at them, and if you
685.28	need to, you'll come back and iterate,
686.80	right? So the whole point is you repeat
688.24	the loop and you iterate, and you only
690.16	stop once every section has been
692.00	screenshotted at both viewports, and
693.84	there are no visible errors and the
695.52	weightless form looks clean. And I gave
697.68	it down here a definition of done. So
699.68	what I'm going to do is copy this prompt
701.44	and just put it right in there and hit
703.04	go. Now, obviously, like I said earlier,
705.76	depending on your actual whatever you're
707.92	building right here, your verification
709.52	loop will look a little bit different.
710.96	In this case, it's able to look
712.00	visually, take screenshots, things like
713.44	that. But the whole idea is a lot of
715.28	times on the first shot, you might hear
716.72	this thing called like one shot prompt.
718.08	On the first shot, AI will maybe get
719.84	you, let's just say 65% of the way
721.60	there, and your job then is to review
723.12	and to judge and add your taste and go
725.36	back and forth. But what if you could
726.72	have AI get you 90% of the way there
728.56	first and then you iterate from there?
730.32	And the whole idea of verification and
732.16	checking its work on the way is where
734.00	you can have it be a little bit less
735.36	lazy and it doesn't actually stop until
737.60	it gives you something that you can
739.12	basically quickly review and shoot off
740.80	because it's a complete waste of time if
742.24	it gives you something and then you have
743.36	to make all these changes, right? Like
744.48	think about it. If you wanted someone
745.76	who reports to you, an actual human, you
747.60	would want them to give you a report
749.04	that you're able to just review once
750.80	over and it all looks good and it's all
752.72	real. You wouldn't as much value the
754.48	employee who's giving you things to
755.76	review and every single time he or she
757.60	hands you something, you have to make a
758.96	ton of changes. So, as you can see, it
760.80	is throwing together this little task
762.64	list, and it's going to go through and
764.32	run the verification loop and fix until
766.24	there are zero errors. So, I will just
767.84	check in with you guys when that is
769.20	done. Okay, so everything checks out end
771.44	to end. Apparently, it's done and
773.60	verified, not just asserted. We have a
775.28	live URL, which I'll click open in a
777.04	sec, but let's see. It said it built a
778.72	single page, premium weight list landing
781.20	page for Cadence with all eight
782.48	sections. The verification loop actually
784.08	ran and passed. Playright took
785.52	screenshots of all the sections. If I
787.20	open up this folder right here that you
788.40	can see it made cadence landing, we have
790.32	like the actual code that went into the
792.16	building out the site. We have the
793.68	nodes, but right here we have
795.12	screenshots and we can see desktop we
797.04	have 11 and on mobile we have also 11
799.60	that were taken. So that is really
801.04	really nice to see. And just to show you
802.56	guys, if I clicked in here, we can see
803.84	that it's actually looking at what the
805.28	page looks like based on mobile or
807.20	desktop view. And that's how it's able I
808.80	mean obviously this is pretty AI sloppy.
810.64	Like it's very generic. That's not the
812.08	point. The point I'm trying to make
813.52	right now is the verification loop,
815.36	right? Obviously, we could do things
816.40	from a design perspective to make this
817.68	feel more branded to feel less AI
819.52	created. So, anyways, let's take a look
821.20	now at the actual site. If I click open
823.04	here, we're in the VS Code inapp browser
825.60	sort of thing. We can see cadence
827.36	features. Click on this button that
828.88	zooms us down how it works. Pricing. Let
831.12	me just zoom out this a little bit.
832.32	There we go. Um, join the weight list
833.92	brings us down here to this section. We
835.68	have different LinkedIn followers,
837.28	annual revenue, stuff like that. And
838.72	these buttons down here work as well. So
840.48	from a visual perspective, besides the
842.56	fact that it is pretty AI generic, it's
844.96	good, right? Like everything is in line.
846.72	Nothing's out of bounds. All the text is
848.16	readable. The sections are clean.
850.08	There's not any like bugs or glitches. M
852.24	dash. Uh-oh. But anyways, that is
854.88	showing us how we can get outputs using
856.72	sort of a verification loop. Now, we can
858.32	even take this one step further. Part of
860.16	having it check its own work is not just
861.68	in the build process, but it's also in
863.76	stress testing process, right? So
865.52	because we have the ability with our
867.36	website to test out and making sure that
869.36	things are functional, we haven't yet
870.72	tested filling out the form. So what I
872.56	can say is awesome. So what I want you
874.08	to do now is use Playright CLI and open
876.48	up a headed browser and show me that you
879.12	are submitting forms and do multiple
880.80	passes of submitting forms with
882.32	different dropown options and you know
884.32	different types of emails, different
885.92	types of phone numbers. Basically just
887.20	to stress test this thing to make sure
888.88	that there's no bugs in the form
890.64	submission aspect of this site. And so
892.56	when I say headed browser, that just
893.92	means that I can like watch it rather
895.52	than a headless browser would be running
896.96	in the background and we wouldn't see it
898.96	even though it is actually going on and
901.12	working in the background. So here you
902.72	can see it just opened up a tab. It just
904.72	submitted a form and it's filling out a
906.56	bunch of different versions right here.
908.08	It's doing it really quick, right? We
909.36	saw different dropown options, different
911.20	types of emails, different types of
912.80	names. And obviously we don't have any
915.20	backend configured yet, but that would
916.96	be the next step, right? We could
918.00	configure a backend and then have it
919.20	test it out more. It even I don't know
920.48	if you guys saw that it was trying out
922.24	putting spaces in weird spots. It was
924.16	putting some spaces before the email.
925.76	There we go. We just got a bug there
927.12	where it wasn't a valid email right
928.56	there again. So, we're we're seeing all
930.08	these edge cases that humans might
931.60	actually get. There's another one.
932.88	Right? And so, the idea here is that
934.32	it's finding things that you might not
936.48	be able to think of or you don't want to
938.48	sit here and manually do that, right? So
940.16	that is what's really cool about this
941.60	because we get the creativity of a model
943.76	like Opus and then we get the ability
946.16	for Claude code to actually do stuff
948.08	like this and now we understand what all
949.92	the edge cases are and what users might
952.08	do. Anyways, I'm going to go ahead and
954.08	just let this keep running. But two
955.68	parts of having it check its work on the
957.20	build side to save you some time and
958.96	then of course on the stress testing
960.24	side to also save you some time. Looks
961.84	like it found all the edge cases and it
963.76	decided that that was good enough for
965.44	that first run. Right here you can see
966.96	all 22 of its 22 tests passed. So, it's
969.76	going to pull the evidence. It's going
971.12	to look at those passes and the
972.80	rejections and then basically just let
974.56	us know what we need to change, if
975.92	anything. So, there you go. We can see
977.12	we had eight valid submissions and then
978.64	we had 14 malformed submissions. But
981.20	then it said two honest non-blocking
982.80	notes. No duplicate guard. So, the same
984.80	email could join twice. And email
986.72	validation is intentionally lenient. So,
989.12	structure only, not deliverability.
991.04	Meaning people could submit a fake
992.56	email, but if it fits the structure of
994.40	like named doommain.com, it will go
997.12	through. So there's not a deliverability
998.80	check. So those are two things that if
1000.32	we wanted to action, we could action
1001.68	that honestly I wouldn't I didn't think
1003.12	about right away, you know, in our
1004.40	initial build. So very very helpful. All
1006.32	right. So those were the first two
1007.60	upgrades. Now those work for every
1009.68	single output clause gives you. But to
1011.36	make them work, you actually have to get
1012.64	the output in the first place. And most
1014.08	of the time, the reason people move slow
1016.00	has nothing to do with what they're
1017.04	doing when they work with Claude. It's
1018.32	that they literally hit a wall. The
1019.76	conversation starts to fill up. Cloud
1021.20	gets slower. It gets worse. It starts
1023.28	to, you know, burn through your usage
1024.80	limit. and it feels like it just has no
1026.88	memory. And once again, there's a study
1028.40	on this. It's basically called context
1030.56	rot. Researchers tested 18 of the top AI
1032.80	models out there, including Claude. And
1034.40	every single one of them starts to
1035.76	perform worse as the conversation gets
1037.44	longer. Even if it's really, really
1038.80	simple tasks, that's where you start to
1040.16	get just so much degrading in the
1042.40	performance and, you know,
1043.84	hallucinations. And the problem is that
1045.76	drop off starts way before anywhere near
1048.00	the context window being completely
1049.44	full. So more is not better. And a
1051.76	longer conversation literally makes
1053.12	Claude get dumb. So, think about
1054.72	Claude's context like a desk. If you
1056.32	piled up a bunch of paper onto it and
1057.84	then you needed to find one specific
1059.28	document, it's going to be way harder to
1060.80	find. It's going to take you way longer
1062.00	because there's so much information in
1063.28	there. And on top of that, if you're not
1064.64	running the best version of Claude,
1066.16	meaning like the best, most capable
1067.60	model, whether that's Opus 4.8 or
1069.20	whatever it might be, it's going to
1070.48	design things worse. It's going to build
1072.00	sloppier code. And it might even get
1073.76	worse at the reviewing and the
1075.04	verification and the stress testing. So
1076.96	those two things that secretly decide
1078.72	whether you make money with Claude are
1080.56	managing your context and making sure
1082.00	you're working with the right model for
1083.36	the right use case. So the fix here is
1085.12	handling your context properly. There's
1086.56	a lot of things that go into that, but
1088.16	basically just making sure that you're
1089.44	taking care of that and it's on top of
1091.04	your mind before it quietly wrecks your
1092.80	outputs. And there's a couple commands
1094.32	worth knowing here. So first one is
1096.00	using /context, which lets you see
1097.92	exactly what's eating up your context
1099.44	window. /clear lets you wipe the whole
1101.44	thing and start fresh. Instead of using
1102.88	/compact, which like compacts your
1104.56	conversation and then you can, you know,
1105.92	keep going, I built my own custom skill
1107.60	called / session handoff. So before I
1109.52	ever clear anything, I run session
1110.80	handoff. It writes me a summary of
1112.24	everything that matters, what we're
1113.36	working on, the key files we've produced
1114.96	or key files that hold information, any
1116.88	open decisions that I've made, and then
1118.56	basically exactly where to pick back up.
1120.32	So, all I have to do is run the session
1121.92	handoff, copy that message, clear the
1123.60	context, paste it back in, and now I'm
1125.20	sitting in a completely clean window,
1126.64	but I'm basically just picking up
1127.84	exactly where I was, and it doesn't feel
1130.00	like I lost anything. Now, let me show
1132.00	you what types of things you want to
1133.52	think about when it comes to making sure
1134.72	you're not hitting that context rot
1136.00	territory. So, the first thing, and the
1137.84	reason why I'm using this uh CLI version
1140.00	right now, what I typically use anyways,
1141.92	you can see my status line down here.
1143.52	What I'm looking at is throughout my
1145.36	sessions, I can see the model I'm using,
1147.20	what the context window is. I can see
1148.80	the effort that's being used. I can see
1150.88	basically a visual indicator of how much
1152.64	of my context window has been filled up.
1155.04	So 12% which is about 125,000 tokens out
1158.32	of our a million token window. I don't
1160.24	really like to let this really pass like
1162.16	a quarter million. Whenever this passes
1163.52	a quarter million, I typically tend to
1165.60	start a new session. So a couple things
1167.36	that you want to leverage, right? We
1168.32	talked about SLcontext. So if I do this,
1170.16	this is going to actually show me and
1171.68	visualize what is going on in our
1173.84	session. So we can see, wow, all of
1175.36	these MCP servers might be well, these
1177.44	aren't actually taking tokens. These are
1178.64	load on demand, but if they were loaded
1180.08	in, that would be a lot of tokens. We
1181.44	can see we have free space, we have
1182.96	skills, memory files, system tools,
1185.04	system prompts, all of that kind of
1186.64	stuff. And this also will show us, you
1189.12	know, how many tokens roughly for each
1190.72	of those items. And this is good to be
1192.08	able to clean up your products a little
1193.28	bit if you want to make sure you're not,
1194.48	you know, starting off with just a ton
1195.92	of context already eaten up. It also
1197.44	right here gives a suggestion. So read
1199.44	results using 490,000 tokens, 49%. So
1202.88	you could save about 140,000 tokens
1204.72	here. But anyways, that is one thing.
1206.64	You could also do a /compact or cloud
1209.04	code has its autoco compacts. But
1210.24	honestly, I don't leverage this very
1212.00	much. It takes a long time. I I
1213.68	basically built my own skill, which is
1214.96	called session handoff, which I will
1216.32	give you guys for free of course in the
1217.60	free school community. But when I run my
1219.12	session handoff skill, I've basically
1220.64	prompted this thing to give me a summary
1222.56	of what we've done. Um, you know what?
1224.48	I'll just wait till this runs and I'll
1225.76	show you exactly what it gives us. All
1227.28	right. So, this is the session handoff.
1228.72	We get where it started, decisions that
1230.40	are locked, and what shipped, key files,
1232.56	running state, verification, deferred
1234.56	and open questions, and then pick up
1235.84	here. So, now I can just do a /copy,
1237.76	which grabs everything that Claw just
1239.44	outputed to us. I do my SL clear. You
1241.44	can see the context window completely
1242.72	resets. I paste that in, and now our
1245.36	project has the exact context that we
1246.96	were basically working in. It has all
1248.16	the files. It knows where to look. It
1249.36	knows what we were doing, and it knows
1250.32	where to pick up. And it's just super
1251.52	super helpful to be able to just
1253.12	constantly do a session handoff and
1254.56	clear. or even if I wanted to do a
1256.24	session handoff and then move it over to
1257.76	like I don't know a different model or
1259.44	maybe even codeex or something like
1260.64	that, I'm able to do so super super
1262.48	easily. And sometimes it'll even do
1264.00	something like this where it says I've
1265.28	got the handoff. Let me quickly confirm
1266.88	the current running state before I
1268.64	recommend our next move and we keep
1270.72	working. So that skill is super super
1272.96	helpful and easy to use. Okay, so this
1275.20	is now the last upgrade and once you
1276.96	start using it, you'll produce more
1278.48	progress in a single day than most
1279.92	people can produce in a week. So, no
1281.68	matter how good your prompts are,
1283.12	there's still one hard limit, and that's
1284.72	the fact that you can only point Claude
1286.32	basically one direction at a time
1287.68	because you are the bottleneck. You are
1289.36	the decision maker and the reviewer. And
1291.12	Enthropic's own engineering team
1292.72	actually tested this directly. They set
1294.24	up a lead agent coordinating a team of
1296.00	little sub agents all working in
1297.28	parallel. And they compared it to a
1298.80	single agent doing the whole job alone.
1300.64	The team setup obviously outperformed
1302.08	the single agent by over 90% on their
1304.08	internal research evaluation. So real
1305.92	quick, in case you don't know what a sub
1307.20	agent is, a sub agent is basically a
1308.80	separate claude that gets its own task
1310.56	and its own clean context window. It
1312.56	works all alone by itself and then it
1314.40	reports back to that main terminal
1316.00	session. So instead of one worker doing
1317.76	everything, you know, one step at a
1319.36	time, you have a whole team of them
1320.64	running and they're each working on one
1322.16	of the pieces at once. So personally, if
1324.16	I'm doing something like planning out a
1325.36	YouTube video, I'll maybe have one doing
1327.28	research on a certain topic and one
1328.64	doing research on another and one maybe
1330.32	looking through comments on past videos.
1331.92	The key here is anything that can happen
1333.52	in parallel independent of each other, I
1335.44	will spin up sub aents to do that. And
1337.04	then when everything gets synthesized
1338.32	together, I can take that output and
1339.84	just do whatever I need to do with it.
1341.12	And then I'm going to add one more thing
1342.16	on top of that which makes it feel
1343.84	completely like the future. And that is
1345.28	a command called /goal. So using goal
1347.92	that lets you set a finish line, an
1349.60	actual completion condition, and then
1351.20	Claude will basically just work turn
1352.64	after turn for as long as it takes until
1354.48	you hit that condition. And the cool
1355.84	part about that is that there's a
1356.96	separate evaluator. there's a second
1358.40	model that checks every single turn to
1360.48	see if, you know, done equals true or
1362.56	not. So, Claude doesn't get to declare
1364.08	itself done. A different model has to
1365.92	look at it with a different persona and
1367.76	actually grade it and see if it's done.
1369.28	And that's what's so cool about it
1370.48	because the whole problem in upgrade one
1372.16	was that Claude would just agree with
1373.52	itself or agree with you too often. So,
1375.20	now you have a different one and it
1376.64	literally separates the worker from the
1378.16	judge. So, let me go ahead and give it
1380.08	one job, set the goal, and run this
1381.84	live. And this last move is cool because
1383.28	it basically stacks every single upgrade
1385.04	from the whole video into this one test
1387.36	because the idea got validated with the
1388.96	roast. It verified its own work before
1390.80	declaring done. And that's the
1392.00	verification methodology from upgrade 2.
1393.68	It spins up a whole team of sub aents.
1395.28	Each one runs in its own clean context
1396.96	so nobody hits the context rot wall. And
1399.28	then we use goal to drive the entire
1400.80	thing home. Okay, so this one is really
1402.80	really cool because it combines
1404.48	basically everything that we've talked
1405.76	about so far. We talked about making
1407.52	sure that we have the right idea by
1409.12	having some sort of counsel and playing
1410.56	devil's advocate. We then talked about
1412.00	how you can have claude verify and check
1413.60	its own work. Then we talked about
1415.36	context and making sure that things are
1416.80	clean. As you can see, we just set our
1418.00	session handoff. And now we can loop all
1420.16	of that back together by using things
1422.08	like sub aents and/goal to help us work
1424.64	faster. So if I do / goal right here,
1426.40	you can see it says set a goal. Keep
1428.00	working until the condition is met. And
1429.44	then I'm going to basically just paste
1430.64	in my prompt. So I'm going to shoot this
1432.24	off and we'll see what it says. And
1434.24	you'll notice that there's elements that
1435.84	we've talked about like I just
1436.88	mentioned. So we have our product. So
